Name,Age,Nationality,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions,Preferred Positions Type
Azpilicueta,27,Spain,85.0,78.0,80.0,75.0,73.0,79.0,78.0,78.0,66.0,69.0,46.0,58.0,13.0,9.0,10.0,6.0,5.0,76.0,85.0,76.0,74.0,60.0,87.0,66.0,62.0,86.0,80.0,68.0,87.0,79.0,88.0,88.0,73.0,68.0,51.0,LB RB CB ,Back
A. Di María,29,Argentina,85.0,86.0,73.0,92.0,79.0,85.0,82.0,85.0,78.0,86.0,74.0,72.0,10.0,7.0,11.0,12.0,11.0,53.0,38.0,72.0,79.0,77.0,37.0,73.0,82.0,80.0,83.0,83.0,56.0,86.0,78.0,59.0,60.0,81.0,77.0,LW RW ,Forward
M. Pjani?,27,Bosnia Herzegovina,85.0,74.0,68.0,79.0,79.0,89.0,84.0,80.0,86.0,86.0,61.0,91.0,7.0,7.0,13.0,7.0,8.0,60.0,74.0,61.0,85.0,82.0,62.0,79.0,70.0,84.0,89.0,78.0,66.0,74.0,78.0,70.0,65.0,88.0,72.0,CDM CM ,Midfielder
C. Marchisio,31,Italy,85.0,78.0,78.0,81.0,79.0,85.0,84.0,76.0,78.0,84.0,61.0,78.0,4.0,3.0,4.0,2.0,4.0,68.0,80.0,68.0,85.0,82.0,72.0,78.0,80.0,86.0,87.0,82.0,80.0,78.0,81.0,78.0,70.0,84.0,76.0,CDM CM ,Midfielder
J. Vertonghen,30,Belgium,85.0,68.0,83.0,62.0,55.0,74.0,81.0,68.0,58.0,69.0,56.0,73.0,6.0,10.0,9.0,12.0,7.0,81.0,86.0,83.0,74.0,68.0,84.0,68.0,60.0,82.0,79.0,86.0,86.0,66.0,79.0,86.0,81.0,68.0,52.0,CB ,Back
B. Matuidi,30,France,85.0,79.0,85.0,76.0,79.0,77.0,82.0,75.0,65.0,73.0,65.0,52.0,8.0,11.0,5.0,10.0,14.0,73.0,85.0,84.0,79.0,66.0,83.0,56.0,68.0,84.0,84.0,74.0,81.0,78.0,94.0,84.0,78.0,75.0,72.0,CM CDM ,Midfielder
S. Ruffier,30,France,85.0,45.0,31.0,51.0,55.0,15.0,57.0,11.0,17.0,12.0,11.0,12.0,82.0,84.0,77.0,85.0,87.0,12.0,25.0,72.0,34.0,11.0,11.0,25.0,12.0,78.0,33.0,21.0,11.0,50.0,37.0,12.0,76.0,49.0,13.0,GK ,GoalKeeper
Filipe Luís,31,Brazil,85.0,75.0,81.0,74.0,60.0,81.0,88.0,84.0,74.0,77.0,59.0,75.0,11.0,15.0,9.0,9.0,5.0,68.0,82.0,63.0,77.0,60.0,85.0,65.0,71.0,83.0,78.0,71.0,86.0,82.0,91.0,83.0,74.0,70.0,56.0,LB ,Back
V. Kompany,31,Belgium,85.0,61.0,87.0,60.0,42.0,68.0,81.0,61.0,61.0,63.0,45.0,52.0,10.0,9.0,5.0,8.0,6.0,84.0,80.0,71.0,66.0,55.0,84.0,63.0,41.0,84.0,72.0,75.0,84.0,64.0,74.0,85.0,88.0,59.0,46.0,CB ,Back
A. Barzagli,36,Italy,85.0,64.0,70.0,51.0,64.0,65.0,82.0,40.0,50.0,64.0,21.0,31.0,4.0,2.0,4.0,2.0,4.0,72.0,92.0,85.0,65.0,39.0,90.0,60.0,28.0,80.0,65.0,54.0,88.0,76.0,46.0,90.0,87.0,62.0,35.0,CB ,Back
E. Bailly,23,Ivory Coast,84.0,75.0,87.0,63.0,63.0,68.0,74.0,51.0,46.0,63.0,33.0,43.0,14.0,14.0,10.0,9.0,8.0,81.0,85.0,84.0,56.0,48.0,82.0,46.0,47.0,78.0,72.0,55.0,85.0,80.0,78.0,85.0,85.0,54.0,42.0,CB ,Back
Marco Asensio,21,Spain,84.0,79.0,45.0,78.0,76.0,86.0,82.0,79.0,83.0,83.0,82.0,76.0,13.0,9.0,6.0,12.0,10.0,50.0,45.0,57.0,81.0,87.0,29.0,62.0,72.0,78.0,86.0,84.0,39.0,77.0,73.0,42.0,61.0,83.0,75.0,LW LM RM CAM ,Midfielder
Bernardo Silva,22,Portugal,84.0,85.0,58.0,88.0,86.0,89.0,84.0,79.0,79.0,91.0,76.0,63.0,9.0,10.0,14.0,12.0,9.0,51.0,49.0,53.0,78.0,64.0,46.0,64.0,77.0,84.0,84.0,72.0,35.0,78.0,80.0,44.0,54.0,85.0,66.0,RM ,Midfielder
A. Laporte,23,France,84.0,68.0,72.0,49.0,55.0,71.0,74.0,58.0,62.0,55.0,45.0,77.0,10.0,11.0,5.0,14.0,5.0,85.0,85.0,77.0,78.0,47.0,86.0,35.0,54.0,82.0,73.0,70.0,85.0,70.0,71.0,88.0,84.0,52.0,40.0,CB ,Back
D. Alli,21,England,84.0,77.0,84.0,74.0,62.0,85.0,86.0,68.0,71.0,83.0,84.0,53.0,7.0,6.0,9.0,11.0,8.0,75.0,67.0,69.0,76.0,79.0,60.0,68.0,86.0,85.0,83.0,77.0,57.0,76.0,89.0,63.0,71.0,83.0,76.0,LM CF CAM ,Midfielder
S. Mané,25,Senegal,84.0,94.0,73.0,89.0,85.0,84.0,78.0,72.0,74.0,86.0,83.0,64.0,10.0,10.0,15.0,7.0,14.0,53.0,31.0,75.0,71.0,69.0,33.0,71.0,84.0,80.0,77.0,77.0,38.0,92.0,82.0,35.0,72.0,78.0,68.0,LW RW ,Forward
Carvajal,25,Spain,84.0,76.0,81.0,82.0,79.0,83.0,74.0,83.0,72.0,76.0,41.0,47.0,13.0,13.0,15.0,9.0,15.0,65.0,82.0,76.0,71.0,36.0,85.0,45.0,61.0,81.0,81.0,64.0,86.0,86.0,84.0,85.0,75.0,57.0,34.0,RB ,Back
J. Draxler,23,Germany,84.0,76.0,48.0,81.0,75.0,87.0,81.0,83.0,78.0,88.0,78.0,75.0,11.0,13.0,5.0,13.0,8.0,65.0,36.0,76.0,77.0,81.0,25.0,63.0,79.0,83.0,84.0,86.0,26.0,79.0,68.0,35.0,67.0,84.0,84.0,LM CAM LW ,Forward
M. Icardi,24,Argentina,84.0,75.0,55.0,74.0,76.0,77.0,82.0,46.0,58.0,74.0,89.0,45.0,13.0,9.0,5.0,7.0,9.0,84.0,22.0,92.0,54.0,70.0,17.0,78.0,89.0,83.0,73.0,81.0,21.0,80.0,70.0,21.0,74.0,64.0,81.0,ST ,Forward
Morata,24,Spain,84.0,78.0,54.0,62.0,56.0,84.0,79.0,73.0,76.0,83.0,82.0,44.0,4.0,5.0,4.0,4.0,5.0,79.0,24.0,79.0,51.0,78.0,14.0,72.0,83.0,81.0,78.0,80.0,20.0,86.0,70.0,14.0,82.0,76.0,81.0,ST ,Forward
K. Koulibaly,26,Senegal,84.0,69.0,87.0,50.0,40.0,59.0,78.0,30.0,28.0,54.0,19.0,28.0,7.0,11.0,7.0,13.0,5.0,79.0,86.0,77.0,48.0,15.0,85.0,33.0,24.0,80.0,59.0,55.0,85.0,76.0,73.0,87.0,93.0,34.0,14.0,CB ,Back
T. Horn,24,Germany,84.0,45.0,41.0,50.0,31.0,22.0,20.0,19.0,12.0,20.0,13.0,15.0,83.0,81.0,83.0,82.0,86.0,14.0,22.0,64.0,32.0,17.0,11.0,21.0,15.0,81.0,35.0,22.0,12.0,51.0,31.0,13.0,67.0,55.0,14.0,GK ,GoalKeeper
Koke,25,Spain,84.0,72.0,71.0,77.0,78.0,86.0,75.0,84.0,85.0,80.0,71.0,76.0,14.0,12.0,5.0,10.0,13.0,61.0,64.0,61.0,85.0,81.0,63.0,59.0,80.0,84.0,86.0,84.0,51.0,69.0,81.0,66.0,75.0,89.0,56.0,LM RM CM ,Midfielder
K. Manolas,26,Greece,84.0,78.0,86.0,68.0,60.0,65.0,75.0,27.0,30.0,54.0,10.0,10.0,8.0,6.0,8.0,15.0,12.0,80.0,85.0,86.0,61.0,12.0,88.0,26.0,25.0,81.0,60.0,43.0,87.0,81.0,78.0,86.0,84.0,22.0,16.0,CB ,Back
S. Mustafi,25,Germany,84.0,64.0,79.0,66.0,69.0,70.0,74.0,50.0,55.0,53.0,58.0,47.0,11.0,9.0,15.0,10.0,6.0,81.0,85.0,84.0,69.0,52.0,82.0,54.0,50.0,82.0,77.0,66.0,85.0,69.0,74.0,83.0,81.0,55.0,51.0,CB ,Back
Ander Herrera,27,Spain,84.0,76.0,86.0,84.0,82.0,86.0,84.0,74.0,80.0,81.0,71.0,65.0,9.0,12.0,15.0,9.0,8.0,60.0,86.0,63.0,80.0,72.0,80.0,79.0,78.0,85.0,86.0,72.0,76.0,70.0,87.0,78.0,70.0,84.0,69.0,CDM CM ,Midfielder
K. Strootman,27,Netherlands,84.0,65.0,86.0,65.0,68.0,85.0,85.0,74.0,75.0,76.0,68.0,74.0,7.0,12.0,11.0,6.0,7.0,68.0,84.0,53.0,83.0,78.0,72.0,77.0,78.0,84.0,86.0,85.0,75.0,68.0,82.0,83.0,83.0,84.0,63.0,CDM CM ,Midfielder
Pedro,29,Spain,84.0,84.0,56.0,84.0,82.0,87.0,78.0,78.0,81.0,84.0,81.0,57.0,5.0,11.0,12.0,15.0,9.0,55.0,49.0,67.0,70.0,78.0,30.0,66.0,84.0,84.0,83.0,71.0,31.0,80.0,78.0,32.0,56.0,77.0,70.0,LW RW ,Forward
R. Bürki,26,Switzerland,84.0,44.0,35.0,51.0,52.0,23.0,58.0,15.0,13.0,16.0,8.0,12.0,84.0,82.0,73.0,80.0,85.0,17.0,18.0,74.0,24.0,14.0,14.0,20.0,10.0,80.0,37.0,22.0,16.0,52.0,36.0,13.0,74.0,50.0,13.0,GK ,GoalKeeper
Bruno,33,Spain,84.0,42.0,79.0,53.0,59.0,83.0,86.0,60.0,72.0,75.0,66.0,77.0,13.0,10.0,9.0,11.0,8.0,61.0,85.0,66.0,86.0,81.0,70.0,75.0,69.0,84.0,87.0,84.0,85.0,41.0,76.0,84.0,77.0,83.0,48.0,CDM CM ,Midfielder
I. Periši?,28,Croatia,84.0,81.0,59.0,78.0,67.0,83.0,80.0,84.0,73.0,83.0,79.0,76.0,6.0,7.0,10.0,9.0,6.0,78.0,42.0,82.0,72.0,80.0,26.0,76.0,84.0,80.0,78.0,83.0,45.0,87.0,86.0,45.0,75.0,78.0,80.0,CAM LM ,Midfielder
E. Džeko,31,Bosnia Herzegovina,84.0,67.0,51.0,57.0,36.0,80.0,79.0,63.0,65.0,76.0,87.0,54.0,9.0,11.0,13.0,15.0,15.0,84.0,50.0,66.0,72.0,73.0,11.0,67.0,89.0,83.0,77.0,86.0,16.0,61.0,70.0,28.0,82.0,70.0,77.0,ST ,Forward
Willian,28,Brazil,84.0,91.0,44.0,89.0,81.0,86.0,79.0,77.0,82.0,87.0,77.0,85.0,14.0,12.0,13.0,7.0,13.0,29.0,55.0,46.0,77.0,81.0,43.0,70.0,80.0,83.0,82.0,71.0,51.0,86.0,87.0,58.0,62.0,83.0,59.0,CAM RM RW ,Forward
S. Khedira,30,Germany,84.0,60.0,82.0,59.0,52.0,81.0,84.0,72.0,68.0,78.0,69.0,68.0,11.0,9.0,5.0,15.0,8.0,76.0,86.0,68.0,81.0,78.0,76.0,69.0,80.0,86.0,85.0,82.0,78.0,68.0,78.0,82.0,89.0,82.0,76.0,CDM CM ,Midfielder
R. Fährmann,28,Germany,84.0,38.0,36.0,39.0,36.0,24.0,61.0,14.0,18.0,15.0,11.0,11.0,83.0,86.0,52.0,85.0,87.0,15.0,23.0,72.0,26.0,9.0,12.0,21.0,11.0,84.0,25.0,24.0,10.0,47.0,32.0,12.0,79.0,42.0,11.0,GK ,GoalKeeper
Sergio Asenjo,28,Spain,84.0,59.0,20.0,62.0,58.0,14.0,39.0,24.0,23.0,15.0,14.0,22.0,86.0,83.0,76.0,82.0,85.0,13.0,22.0,73.0,39.0,23.0,12.0,15.0,12.0,79.0,39.0,24.0,14.0,54.0,43.0,15.0,73.0,46.0,22.0,GK ,GoalKeeper
Juan Mata,29,Spain,84.0,71.0,52.0,85.0,89.0,87.0,85.0,84.0,84.0,82.0,79.0,84.0,9.0,10.0,14.0,5.0,8.0,59.0,39.0,72.0,77.0,70.0,25.0,81.0,83.0,84.0,86.0,75.0,21.0,63.0,75.0,28.0,43.0,87.0,71.0,RM CAM ,Midfielder
M. Benatia,30,Morocco,84.0,72.0,82.0,59.0,51.0,65.0,78.0,45.0,34.0,64.0,45.0,27.0,7.0,4.0,8.0,7.0,11.0,80.0,84.0,82.0,65.0,24.0,86.0,41.0,38.0,78.0,65.0,59.0,84.0,76.0,68.0,86.0,89.0,47.0,31.0,CB ,Back
D. Payet,30,France,84.0,79.0,57.0,79.0,81.0,90.0,86.0,86.0,90.0,89.0,76.0,91.0,11.0,15.0,9.0,14.0,12.0,59.0,37.0,48.0,84.0,83.0,29.0,76.0,79.0,76.0,86.0,78.0,39.0,72.0,73.0,36.0,76.0,87.0,79.0,CAM LW ,Forward
Falcao,31,Colombia,84.0,73.0,75.0,85.0,75.0,82.0,87.0,55.0,83.0,74.0,87.0,71.0,10.0,13.0,6.0,9.0,5.0,90.0,41.0,92.0,58.0,80.0,16.0,84.0,85.0,82.0,78.0,79.0,19.0,66.0,68.0,42.0,75.0,68.0,84.0,ST ,Forward
L. Koscielny,31,France,84.0,74.0,88.0,68.0,62.0,67.0,75.0,52.0,22.0,62.0,32.0,49.0,13.0,11.0,9.0,11.0,7.0,81.0,86.0,82.0,69.0,47.0,83.0,51.0,39.0,82.0,76.0,54.0,84.0,76.0,75.0,87.0,76.0,56.0,35.0,CB ,Back
G. Cahill,31,England,84.0,62.0,84.0,62.0,51.0,63.0,75.0,28.0,48.0,58.0,56.0,27.0,5.0,12.0,9.0,5.0,12.0,86.0,83.0,82.0,61.0,66.0,84.0,53.0,45.0,85.0,65.0,63.0,84.0,63.0,69.0,85.0,80.0,56.0,47.0,CB ,Back
Dani Alves,34,Brazil,84.0,79.0,78.0,85.0,87.0,86.0,82.0,86.0,80.0,84.0,55.0,74.0,5.0,11.0,9.0,6.0,7.0,72.0,81.0,80.0,77.0,78.0,73.0,70.0,74.0,79.0,83.0,86.0,83.0,84.0,76.0,79.0,55.0,78.0,68.0,RB ,Back
A. Gómez,29,Argentina,84.0,94.0,56.0,92.0,94.0,87.0,84.0,82.0,78.0,89.0,78.0,71.0,8.0,11.0,12.0,9.0,6.0,36.0,40.0,70.0,72.0,78.0,24.0,71.0,81.0,83.0,82.0,76.0,34.0,86.0,78.0,30.0,48.0,85.0,72.0,ST LW CF ,GoalKeeper
Aduriz,36,Spain,84.0,69.0,82.0,53.0,57.0,80.0,87.0,54.0,61.0,79.0,85.0,54.0,14.0,10.0,9.0,15.0,9.0,94.0,23.0,94.0,52.0,80.0,46.0,75.0,86.0,85.0,71.0,83.0,49.0,70.0,64.0,44.0,83.0,73.0,84.0,ST ,Forward
K. Mbappé,18,France,83.0,89.0,62.0,78.0,76.0,87.0,80.0,70.0,75.0,86.0,87.0,58.0,13.0,5.0,7.0,11.0,6.0,76.0,49.0,71.0,68.0,68.0,41.0,70.0,79.0,79.0,78.0,79.0,40.0,90.0,83.0,44.0,74.0,77.0,74.0,ST ,Forward
O. Dembélé,20,France,83.0,93.0,54.0,90.0,85.0,85.0,73.0,77.0,78.0,92.0,77.0,65.0,6.0,6.0,14.0,10.0,13.0,43.0,36.0,59.0,68.0,65.0,29.0,75.0,78.0,82.0,74.0,82.0,33.0,89.0,74.0,30.0,47.0,84.0,76.0,CAM LW RW ,Forward
N. Keïta,22,Guinea,83.0,82.0,77.0,90.0,90.0,88.0,79.0,62.0,63.0,90.0,74.0,47.0,7.0,14.0,15.0,14.0,9.0,42.0,79.0,56.0,78.0,66.0,55.0,58.0,74.0,84.0,88.0,76.0,61.0,66.0,88.0,63.0,59.0,81.0,59.0,CAM CDM CM ,Midfielder
J. Giménez,22,Uruguay,83.0,68.0,89.0,57.0,50.0,56.0,73.0,47.0,36.0,47.0,37.0,44.0,9.0,11.0,7.0,10.0,15.0,79.0,85.0,90.0,58.0,48.0,85.0,38.0,24.0,76.0,68.0,72.0,87.0,72.0,68.0,86.0,84.0,27.0,30.0,CB ,Back
G. Rulli,25,Argentina,83.0,54.0,26.0,58.0,50.0,15.0,30.0,12.0,19.0,15.0,15.0,20.0,85.0,79.0,75.0,82.0,86.0,12.0,21.0,68.0,23.0,17.0,16.0,24.0,12.0,77.0,32.0,24.0,17.0,48.0,42.0,13.0,73.0,58.0,16.0,GK ,GoalKeeper
T. Lemar,21,France,83.0,86.0,63.0,85.0,84.0,86.0,79.0,82.0,81.0,88.0,78.0,81.0,11.0,15.0,13.0,7.0,14.0,54.0,66.0,72.0,71.0,76.0,63.0,68.0,76.0,76.0,82.0,82.0,63.0,84.0,79.0,59.0,69.0,82.0,75.0,LM ,Midfielder
João Mário,24,Portugal,83.0,71.0,61.0,81.0,70.0,85.0,85.0,77.0,74.0,84.0,66.0,67.0,6.0,15.0,8.0,8.0,8.0,55.0,78.0,63.0,78.0,73.0,67.0,66.0,80.0,82.0,83.0,77.0,61.0,75.0,84.0,75.0,69.0,82.0,69.0,CAM CM ,Midfielder
N. Süle,21,Germany,83.0,51.0,81.0,33.0,32.0,63.0,72.0,30.0,28.0,42.0,20.0,30.0,15.0,7.0,14.0,7.0,15.0,85.0,82.0,38.0,61.0,62.0,81.0,32.0,26.0,80.0,76.0,77.0,82.0,76.0,65.0,86.0,94.0,30.0,29.0,CB ,Back
Ederson,23,Brazil,83.0,64.0,35.0,60.0,40.0,30.0,58.0,20.0,12.0,21.0,14.0,20.0,81.0,76.0,82.0,78.0,87.0,14.0,25.0,58.0,30.0,18.0,9.0,17.0,16.0,86.0,15.0,42.0,8.0,63.0,38.0,15.0,68.0,60.0,18.0,GK ,GoalKeeper
Fabinho,23,Brazil,83.0,73.0,83.0,71.0,69.0,80.0,80.0,79.0,71.0,75.0,66.0,45.0,13.0,12.0,6.0,8.0,8.0,75.0,83.0,77.0,74.0,53.0,79.0,91.0,68.0,79.0,82.0,75.0,85.0,75.0,89.0,88.0,80.0,72.0,30.0,CDM ,Midfielder
M. Salah,25,Egypt,83.0,93.0,63.0,86.0,84.0,87.0,75.0,73.0,70.0,87.0,79.0,60.0,14.0,14.0,9.0,11.0,14.0,59.0,55.0,70.0,65.0,62.0,37.0,61.0,83.0,82.0,79.0,71.0,41.0,93.0,77.0,43.0,61.0,78.0,71.0,RW ,Forward
A. Belotti,23,Italy,83.0,80.0,83.0,79.0,75.0,78.0,78.0,42.0,64.0,78.0,88.0,56.0,13.0,7.0,12.0,14.0,7.0,84.0,31.0,83.0,42.0,67.0,15.0,77.0,85.0,78.0,68.0,81.0,32.0,83.0,84.0,23.0,85.0,61.0,80.0,ST ,Forward
E. Forsberg,25,Sweden,83.0,78.0,62.0,85.0,83.0,85.0,79.0,86.0,81.0,82.0,72.0,77.0,13.0,7.0,9.0,15.0,11.0,45.0,43.0,53.0,70.0,80.0,23.0,64.0,77.0,80.0,86.0,75.0,17.0,72.0,76.0,26.0,63.0,86.0,67.0,LM CAM ,Midfielder
Marquinhos,23,Brazil,83.0,69.0,80.0,66.0,68.0,76.0,79.0,72.0,49.0,65.0,33.0,32.0,6.0,6.0,12.0,10.0,13.0,80.0,84.0,85.0,78.0,35.0,85.0,31.0,46.0,81.0,80.0,53.0,86.0,72.0,75.0,85.0,74.0,51.0,31.0,CB ,Back
William Carvalho,25,Portugal,83.0,52.0,75.0,45.0,50.0,78.0,89.0,66.0,77.0,79.0,56.0,50.0,6.0,6.0,5.0,14.0,14.0,73.0,84.0,68.0,86.0,58.0,77.0,60.0,62.0,74.0,84.0,59.0,71.0,53.0,84.0,85.0,88.0,78.0,50.0,CM CDM ,Midfielder
S. Umtiti,23,France,83.0,72.0,80.0,68.0,66.0,75.0,74.0,69.0,72.0,69.0,51.0,63.0,15.0,10.0,14.0,12.0,15.0,72.0,86.0,87.0,73.0,74.0,80.0,61.0,58.0,77.0,79.0,83.0,83.0,75.0,79.0,85.0,78.0,58.0,70.0,CB ,Back
R. Mahrez,26,Algeria,83.0,85.0,40.0,92.0,85.0,88.0,82.0,81.0,79.0,88.0,74.0,75.0,15.0,9.0,13.0,11.0,6.0,45.0,38.0,62.0,74.0,72.0,25.0,72.0,79.0,75.0,78.0,76.0,19.0,80.0,75.0,23.0,51.0,79.0,71.0,RM ,Midfielder
V. van Dijk,25,Netherlands,83.0,69.0,78.0,57.0,51.0,73.0,82.0,53.0,60.0,70.0,52.0,70.0,13.0,10.0,13.0,11.0,11.0,80.0,83.0,79.0,76.0,64.0,83.0,62.0,41.0,79.0,76.0,81.0,83.0,76.0,76.0,85.0,92.0,59.0,45.0,CB ,Back
Roberto Firmino,25,Brazil,83.0,77.0,66.0,82.0,81.0,85.0,78.0,72.0,80.0,87.0,83.0,67.0,8.0,11.0,9.0,6.0,10.0,72.0,37.0,81.0,75.0,80.0,30.0,72.0,84.0,82.0,83.0,79.0,42.0,77.0,86.0,59.0,76.0,83.0,79.0,CAM CF ST ,Forward
Danilo Pereira,25,Portugal,83.0,67.0,88.0,58.0,60.0,77.0,84.0,50.0,48.0,76.0,56.0,53.0,9.0,7.0,13.0,14.0,15.0,76.0,85.0,67.0,79.0,64.0,80.0,52.0,69.0,76.0,82.0,77.0,78.0,68.0,87.0,85.0,89.0,69.0,55.0,CM CB CDM ,Midfielder
Vitolo,27,Spain,83.0,81.0,61.0,75.0,63.0,85.0,70.0,80.0,76.0,86.0,79.0,62.0,11.0,16.0,8.0,14.0,16.0,65.0,25.0,70.0,82.0,73.0,25.0,74.0,80.0,80.0,81.0,77.0,23.0,79.0,81.0,21.0,81.0,78.0,75.0,RM LM ,Midfielder
A. Lopes,26,Portugal,83.0,60.0,35.0,65.0,62.0,21.0,55.0,19.0,15.0,15.0,18.0,14.0,86.0,81.0,71.0,79.0,85.0,16.0,25.0,85.0,31.0,18.0,13.0,16.0,9.0,85.0,32.0,20.0,13.0,64.0,33.0,15.0,65.0,38.0,13.0,GK ,GoalKeeper
S. de Vrij,25,Netherlands,83.0,68.0,74.0,61.0,60.0,71.0,82.0,49.0,45.0,61.0,25.0,16.0,8.0,10.0,7.0,14.0,13.0,78.0,85.0,71.0,71.0,60.0,87.0,41.0,32.0,78.0,71.0,65.0,82.0,68.0,69.0,86.0,80.0,50.0,27.0,CB ,Back
M. Perin,24,Italy,83.0,57.0,25.0,70.0,30.0,23.0,58.0,11.0,15.0,19.0,11.0,13.0,80.0,85.0,71.0,78.0,90.0,12.0,19.0,75.0,31.0,17.0,14.0,21.0,12.0,79.0,33.0,23.0,19.0,56.0,30.0,12.0,52.0,44.0,19.0,GK ,GoalKeeper
J. Matip,25,Cameroon,83.0,60.0,81.0,58.0,49.0,71.0,75.0,54.0,63.0,65.0,36.0,22.0,11.0,15.0,10.0,7.0,10.0,85.0,85.0,67.0,74.0,48.0,83.0,42.0,51.0,81.0,77.0,66.0,79.0,73.0,73.0,85.0,81.0,72.0,50.0,CB ,Back
I. Gueye,27,Senegal,83.0,78.0,84.0,75.0,82.0,79.0,80.0,60.0,33.0,75.0,50.0,43.0,8.0,6.0,8.0,12.0,13.0,69.0,87.0,85.0,74.0,67.0,80.0,54.0,67.0,79.0,82.0,80.0,85.0,75.0,88.0,87.0,76.0,72.0,32.0,CM CDM ,Midfielder
Iago Aspas,29,Spain,83.0,84.0,63.0,88.0,77.0,84.0,73.0,67.0,83.0,85.0,86.0,76.0,12.0,16.0,9.0,12.0,13.0,78.0,36.0,68.0,64.0,80.0,20.0,80.0,85.0,86.0,80.0,79.0,18.0,79.0,70.0,21.0,59.0,68.0,86.0,RW ST ,Forward
N. Otamendi,29,Argentina,83.0,62.0,90.0,69.0,62.0,64.0,84.0,52.0,50.0,41.0,53.0,39.0,12.0,5.0,8.0,11.0,12.0,83.0,85.0,86.0,66.0,56.0,81.0,44.0,49.0,78.0,71.0,69.0,84.0,64.0,76.0,83.0,80.0,45.0,56.0,CB ,Back
N. Mati?,28,Serbia,83.0,62.0,83.0,56.0,53.0,78.0,84.0,68.0,68.0,72.0,64.0,67.0,7.0,15.0,12.0,14.0,9.0,77.0,85.0,71.0,78.0,75.0,75.0,69.0,68.0,82.0,83.0,78.0,75.0,66.0,89.0,83.0,89.0,75.0,74.0,CM CDM ,Midfielder
J. Pastore,28,Argentina,83.0,69.0,65.0,79.0,58.0,87.0,79.0,77.0,83.0,88.0,73.0,69.0,14.0,9.0,6.0,10.0,12.0,63.0,69.0,49.0,83.0,76.0,49.0,75.0,78.0,83.0,87.0,78.0,51.0,72.0,67.0,59.0,64.0,86.0,78.0,RW LW CM ,Midfielder
Parejo,28,Spain,83.0,55.0,21.0,69.0,72.0,83.0,74.0,84.0,87.0,78.0,75.0,90.0,5.0,9.0,12.0,14.0,8.0,63.0,68.0,55.0,87.0,80.0,59.0,83.0,79.0,79.0,90.0,80.0,51.0,50.0,76.0,61.0,72.0,85.0,72.0,CDM CAM CM ,Midfielder
S. Kagawa,28,Japan,83.0,76.0,30.0,92.0,88.0,85.0,81.0,60.0,74.0,87.0,76.0,63.0,11.0,9.0,8.0,9.0,13.0,42.0,56.0,66.0,73.0,55.0,30.0,78.0,80.0,81.0,84.0,56.0,27.0,65.0,80.0,24.0,39.0,82.0,75.0,CF CAM ,Midfielder
G. Bonaventura,27,Italy,83.0,78.0,68.0,81.0,77.0,85.0,82.0,82.0,78.0,83.0,70.0,78.0,10.0,14.0,7.0,15.0,14.0,60.0,72.0,69.0,80.0,86.0,60.0,68.0,78.0,82.0,84.0,84.0,68.0,78.0,87.0,72.0,69.0,82.0,78.0,LW CM ,Midfielder
B. Dost,28,Netherlands,83.0,54.0,72.0,38.0,35.0,73.0,78.0,38.0,62.0,64.0,87.0,32.0,6.0,12.0,15.0,11.0,8.0,93.0,39.0,55.0,37.0,74.0,29.0,81.0,88.0,85.0,74.0,83.0,26.0,64.0,84.0,48.0,89.0,68.0,85.0,ST ,Forward
K. Walker,27,England,83.0,86.0,78.0,70.0,72.0,76.0,75.0,78.0,76.0,77.0,51.0,71.0,12.0,6.0,16.0,15.0,8.0,73.0,78.0,83.0,67.0,68.0,79.0,63.0,66.0,81.0,75.0,86.0,83.0,93.0,90.0,84.0,77.0,69.0,57.0,RWB RB ,Back
Oscar,25,Brazil,83.0,75.0,31.0,86.0,80.0,84.0,83.0,70.0,77.0,81.0,75.0,77.0,12.0,10.0,15.0,12.0,12.0,54.0,34.0,66.0,78.0,77.0,37.0,68.0,81.0,81.0,83.0,76.0,47.0,74.0,76.0,50.0,36.0,83.0,63.0,CAM ,Midfielder
S. N'Zonzi,28,France,83.0,52.0,87.0,43.0,31.0,82.0,85.0,59.0,73.0,72.0,64.0,42.0,7.0,16.0,16.0,16.0,13.0,79.0,85.0,75.0,78.0,66.0,75.0,57.0,70.0,82.0,82.0,79.0,78.0,61.0,86.0,83.0,91.0,77.0,55.0,CM CDM ,Midfielder
M. Musacchio,26,Argentina,83.0,72.0,81.0,72.0,59.0,73.0,76.0,55.0,53.0,43.0,48.0,45.0,5.0,11.0,12.0,6.0,12.0,81.0,85.0,83.0,70.0,53.0,85.0,57.0,50.0,81.0,78.0,57.0,86.0,69.0,70.0,84.0,81.0,64.0,36.0,CB ,Back
O. Toprak,27,Turkey,83.0,72.0,73.0,64.0,61.0,72.0,78.0,49.0,44.0,64.0,28.0,33.0,11.0,8.0,11.0,12.0,15.0,83.0,84.0,82.0,69.0,36.0,86.0,48.0,35.0,81.0,74.0,63.0,82.0,79.0,68.0,85.0,78.0,59.0,55.0,CB ,Back
